timestamp,pretrained_model_path,spange_path,nn_size,dropout_fp,dropout_nn,epochs,hidden_factor,val_percent,avg_mse,mse_per_solvent
20250824_170638,val_loss0.1074_DPR_0.1_MP_0.3_DM_64_TL_5_heads_16.pth,spange_melt.csv,64,0.3,0.3,40,4,0.3,0.011608105511750627,"""{'1,1,1,3,3,3-Hexafluoropropan-2-ol': np.float64(0.029459141792519572), '2,2,2-Trifluoroethanol': np.float64(0.021003840871544388), '2-Methyltetrahydrofuran [2-MeTHF]': np.float64(0.010836378975930714), 'Acetonitrile': np.float64(0.011692508940200224), 'Acetonitrile.Acetic Acid': np.float64(0.020089428882769746), 'Butanone [MEK]': np.float64(0.0017206980821817047), 'Cyclohexane': np.float64(0.01357482075292526), 'DMA [N,N-Dimethylacetamide]': np.float64(0.005632948170087287), 'Decanol': np.float64(0.024672987034685314), 'Diethyl Ether [Ether]': np.float64(0.008417793060168322), 'Dihydrolevoglucosenone (Cyrene)': np.float64(0.02446973815698826), 'Dimethyl Carbonate': np.float64(0.010765429352312587), 'Ethanol': np.float64(0.00555449473760525), 'Ethyl Acetate': np.float64(0.0007200203972988745), 'Ethyl Lactate': np.float64(0.0037166352862293695), 'Ethylene Glycol [1,2-Ethanediol]': np.float64(0.020309245727629044), 'IPA [Propan-2-ol]': np.float64(0.016309115778682423), 'MTBE [tert-Butylmethylether]': np.float64(0.0074081795935993355), 'Methanol': np.float64(0.01628384382584176), 'Methyl Propionate': np.float64(0.0010671987896735658), 'THF [Tetrahydrofuran]': np.float64(0.0028828321744323324), 'Water.2,2,2-Trifluoroethanol': np.float64(0.006655506447613515), 'Water.Acetonitrile': np.float64(0.014080422437227852), 'tert-Butanol [2-Methylpropan-2-ol]': np.float64(0.0012713230138683008)}"""
