timestamp,pretrained_model_path,spange_path,nn_size,dropout_fp,dropout_nn,epochs,hidden_factor,val_percent,avg_mse,mse_per_solvent
20250824_220056,val_loss0.1074_DPR_0.1_MP_0.3_DM_64_TL_5_heads_16.pth,spange_melt.csv,64,0.3,0.1,40,5,0.2,0.004701844844093466,"""{0.0: 0.010753669362121784, 9.0: 0.01040164093137997, 18.0: 0.005069862072490709, 24.0: 0.002407590435067728, 33.0: 0.013893771993349345, 47.0: 0.004057035218043817, 51.0: 0.004231450144722078, 60.0: 0.0011959602736994898, 69.0: 0.0016181595382660323, 79.0: 0.0005284585427124237, 81.0: 0.0015527971875881421, 83.0: 0.003372282283303421, 85.0: 0.002041304990470114}"""
