timestamp,pretrained_model_path,spange_path,nn_size,dropout_fp,dropout_nn,epochs,hidden_factor,val_percent,avg_mse,mse_per_solvent
20250824_221009,val_loss0.1074_DPR_0.1_MP_0.3_DM_64_TL_5_heads_16.pth,spange_melt.csv,32,0.3,0.1,50,3,0.2,0.005356548990619287,"""{0.0: 0.010551181721712606, 9.0: 0.013125158534951113, 18.0: 0.007068564879753032, 24.0: 0.004329345198719598, 33.0: 0.011610201017987215, 47.0: 0.0044819599543284684, 51.0: 0.0053983990586824486, 60.0: 0.0015516092205815494, 69.0: 0.001869553023234339, 79.0: 0.0017605725922288744, 81.0: 0.0018526956909229383, 83.0: 0.003070700845612138, 85.0: 0.0029651951393364234}"""
