timestamp,pretrained_model_path,spange_path,nn_size,dropout_fp,dropout_nn,epochs,hidden_factor,val_percent,avg_mse,mse_per_solvent
20250824_005748,val_loss0.1074_DPR_0.1_MP_0.3_DM_64_TL_5_heads_16.pth,spange_melt.csv,64,0.3,0.1,50,3,0.2,0.005536131024252315,"""{'1,1,1,3,3,3-Hexafluoropropan-2-ol': np.float64(0.051187382398521025), '2,2,2-Trifluoroethanol': np.float64(0.015748331761409315), '2-Methyltetrahydrofuran [2-MeTHF]': np.float64(0.0022934659626012285), 'Acetonitrile': np.float64(0.004127484590025552), 'Acetonitrile.Acetic Acid': np.float64(0.020173705068977907), 'Butanone [MEK]': np.float64(0.0008791124076199983), 'Cyclohexane': np.float64(0.0006503353637750653), 'DMA [N,N-Dimethylacetamide]': np.float64(0.0011807366494998768), 'Decanol': np.float64(0.002556896099651884), 'Diethyl Ether [Ether]': np.float64(0.0027770864275173507), 'Dihydrolevoglucosenone (Cyrene)': np.float64(0.0013405464644837119), 'Dimethyl Carbonate': np.float64(0.005052266466323088), 'Ethanol': np.float64(0.0013074882477173283), 'Ethyl Acetate': np.float64(0.000901969890037109), 'Ethyl Lactate': np.float64(0.0030529013869909955), 'Ethylene Glycol [1,2-Ethanediol]': np.float64(0.0015313592545988044), 'IPA [Propan-2-ol]': np.float64(0.008476334885394569), 'MTBE [tert-Butylmethylether]': np.float64(0.0003629743485909265), 'Methanol': np.float64(0.002370553255824086), 'Methyl Propionate': np.float64(0.0003722948876181269), 'THF [Tetrahydrofuran]': np.float64(0.0023040400147194954), 'Water.2,2,2-Trifluoroethanol': np.float64(0.0009814268989030137), 'Water.Acetonitrile': np.float64(0.002435911674527906), 'tert-Butanol [2-Methylpropan-2-ol]': np.float64(0.0008025401767272064)}"""
