timestamp,pretrained_model_path,spange_path,nn_size,dropout_fp,dropout_nn,epochs,hidden_factor,lr_fp,lr_nn,avg_mse,mse_per_solvent
20250811_213017,val_loss0.1097_DM_128_TL_2_heads_32.pth,spange_melt.csv,16,0.3,0.5,50,4,1e-05,0.0001,0.024943478307086518,"{""1,1,1,3,3,3-Hexafluoropropan-2-ol"": 0.06490667516045025, ""2,2,2-Trifluoroethanol"": 0.03629048211810244, ""2-Methyltetrahydrofuran [2-MeTHF]"": 0.01686602207943539, ""Acetonitrile"": 0.03923536759418448, ""Acetonitrile.Acetic Acid"": 0.02859781693947552, ""Butanone [MEK]"": 0.010150108651788014, ""Cyclohexane"": 0.006009679339855949, ""DMA [N,N-Dimethylacetamide]"": 0.016574573087158654, ""Decanol"": 0.029837076791224684, ""Diethyl Ether [Ether]"": 0.03260827912489473, ""Dihydrolevoglucosenone (Cyrene)"": 0.02575504144414732, ""Dimethyl Carbonate"": 0.04154565232351684, ""Ethanol"": 0.018615524039253036, ""Ethyl Acetate"": 0.01004531169449795, ""Ethyl Lactate"": 0.010502102427611536, ""Ethylene Glycol [1,2-Ethanediol]"": 0.048186534971026145, ""IPA [Propan-2-ol]"": 0.04195012077183826, ""MTBE [tert-Butylmethylether]"": 0.03158963171878632, ""Methanol"": 0.02193229820228499, ""Methyl Propionate"": 0.00521232265019617, ""THF [Tetrahydrofuran]"": 0.009827460355912877, ""Water.2,2,2-Trifluoroethanol"": 0.017449986339603023, ""Water.Acetonitrile"": 0.027466129900323266, ""tert-Butanol [2-Methylpropan-2-ol]"": 0.007489281644508586}"
