timestamp,pretrained_model_path,spange_path,nn_size,dropout_fp,dropout_nn,epochs,hidden_factor,lr_fp,lr_nn,avg_mse,mse_per_solvent
20250811_210406,val_loss0.1097_DM_128_TL_2_heads_32.pth,spange_melt.csv,16,0.3,0.3,50,3,1e-05,0.0001,0.01626914816426943,"{""1,1,1,3,3,3-Hexafluoropropan-2-ol"": 0.049629089862636706, ""2,2,2-Trifluoroethanol"": 0.04400001498661983, ""2-Methyltetrahydrofuran [2-MeTHF]"": 0.0063638217858107814, ""Acetonitrile"": 0.01486882272004348, ""Acetonitrile.Acetic Acid"": 0.02363316945300719, ""Butanone [MEK]"": 0.006099031241950753, ""Cyclohexane"": 0.014685301546710399, ""DMA [N,N-Dimethylacetamide]"": 0.008195459578679962, ""Decanol"": 0.020957033806228525, ""Diethyl Ether [Ether]"": 0.033254704983029654, ""Dihydrolevoglucosenone (Cyrene)"": 0.01778248770612258, ""Dimethyl Carbonate"": 0.023558897920777904, ""Ethanol"": 0.010233987418418756, ""Ethyl Acetate"": 0.00141869725232394, ""Ethyl Lactate"": 0.0031662038511226765, ""Ethylene Glycol [1,2-Ethanediol]"": 0.020273250266185722, ""IPA [Propan-2-ol]"": 0.009985383972061971, ""MTBE [tert-Butylmethylether]"": 0.013423360020628083, ""Methanol"": 0.016840678094758647, ""Methyl Propionate"": 0.000802007288993447, ""THF [Tetrahydrofuran]"": 0.005234997063545151, ""Water.2,2,2-Trifluoroethanol"": 0.013739721120777447, ""Water.Acetonitrile"": 0.025792570712798838, ""tert-Butanol [2-Methylpropan-2-ol]"": 0.006520863289233878}"
