timestamp,pretrained_model_path,spange_path,nn_size,dropout_fp,dropout_nn,epochs,hidden_factor,lr_fp,lr_nn,avg_mse,mse_per_solvent
20250811_222840,val_loss0.1097_DM_128_TL_2_heads_32.pth,spange_melt.csv,64,0.5,0.5,50,4,1e-05,0.0001,0.02244497443758098,"{""1,1,1,3,3,3-Hexafluoropropan-2-ol"": 0.06032157649264555, ""2,2,2-Trifluoroethanol"": 0.025447196278474773, ""2-Methyltetrahydrofuran [2-MeTHF]"": 0.009796278495539434, ""Acetonitrile"": 0.01833616617927466, ""Acetonitrile.Acetic Acid"": 0.01797754813961293, ""Butanone [MEK]"": 0.005804020170844935, ""Cyclohexane"": 0.01919693488799992, ""DMA [N,N-Dimethylacetamide]"": 0.007124254192029326, ""Decanol"": 0.02611362876212591, ""Diethyl Ether [Ether]"": 0.09620887531919145, ""Dihydrolevoglucosenone (Cyrene)"": 0.017805654306452486, ""Dimethyl Carbonate"": 0.03784662653498746, ""Ethanol"": 0.008640835788457679, ""Ethyl Acetate"": 0.001799536373205227, ""Ethyl Lactate"": 0.007090785876159695, ""Ethylene Glycol [1,2-Ethanediol]"": 0.030025615789830883, ""IPA [Propan-2-ol]"": 0.02862200381242105, ""MTBE [tert-Butylmethylether]"": 0.018362747638598104, ""Methanol"": 0.023973902155974083, ""Methyl Propionate"": 0.005216937938592845, ""THF [Tetrahydrofuran]"": 0.01602791145893451, ""Water.2,2,2-Trifluoroethanol"": 0.015037985772618476, ""Water.Acetonitrile"": 0.032907076413239575, ""tert-Butanol [2-Methylpropan-2-ol]"": 0.00899528772473264}"
